id,Image,Title,Authors,Month,Year,College,Course,Type,Abstract
477,book_pic/image.jpg,Compliance to Opposing Beliefs among College Students,Adam Troi S. Arenas,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The study was intended to have a better understanding on the possibility of compliance in opposing own beliefs through instructions among college students. It aimed to determine what values better to the respondents, to comply with the instruction or to stand for their own belief, the reason for compliance and noncompliance, their perception of their beliefs meaning and importance and the measures to take for them to believe. The respondents were fifteen college students, 6 male and 9 female within the ages of 18 or 19. Phenomenological approach was used in collecting the data from the respondents through interviews. The theoretical assumption used for the study was Albert Bandura’s Social Learning Theory and the concept of Belief Bias. Thematic analysis was involved for the data analysis. The study showed that college students prefer to follow the instruction to oppose their beliefs more than standing for it because of the reason that they want to help the researcher thinking that if they follow the instruction they could help the researcher to attain the purpose of the study, respondents. It was also found out that values and culture have a large significance on the totality of one’s own belief system. The respondents also percept beliefs as the one that completes their self-identity and without beliefs probably there is also no self-identity. It also showed that evidences are a principal requirement for a person to believe. Based on the results the researcher recommended to raise people’s awareness on possible deception or crimes related on following others request (like Budol budol Gang) or mindfulness at all time should be done, persuasion through knowing values and culture, knowing others through what they believe, possible openness of others to new information and further studies to be conducted in the Philippines, as well as studies that would focus on having a higher range of participants."
478,book_pic/image.jpg,Relapse Coping Responses as Correlates to Level of Self-Esteem Among Selected Male Drug Dependents in a Rehabilitation Facility,Arielle Jamila B. Legaspi,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The purpose if the research is to determine if there is an existing relationship between the overall relapse coping responses and the level of self-esteem among selected male drug dependents. A total of 41 Filipino male respondents in Dapartment of Health –Treatment and Rehabilitation Center (DOH-TRC) were selected to be participants. The Rosenberg Self-Esteem Scale (RSES) and Coping Strategies Scale (CSS) were utilized to measure both constructs, 70.73% scored low in terms of coping and 51.22% were low scores in the self-esteem scale. Results from Pearson product-moment correlation supported a positive (r= .383) and significant (.014 < .05) relationship between the variables. It was concluded from the data presented that when a drug dependent has lower self-esteem, they find it more difficult to cope from high-risk situations that could lead to relapse. It is recommended to further probe into the research in a different light or approach the limitations to fully understand the influence of self-esteem towards the ability of the drug dependents to cope away from possible relapse episodes."
479,book_pic/image.jpg,Well-Being and Self-Esteem of Closeted and Disclosed Homosexuals Among Freshmen,Paul Andrei T. De Leon,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The study examined the levels of well-being and self-esteem on closeted and disclosed freshmen homosexuals and its relationship. The researcher hypothesized if there is a significant difference between well-being and self-esteem on closeted and disclosed homosexuals. The study made use of the PERMA-Profiler and the Rosenberg Self-Esteem Scale. 65 closeted homosexuals and 65 disclosed homosexuals were employed as participants. After the statistical analysis of the gathered data using Pearson Correlation, the results show that there is a significant difference between well-being and self-esteem both on closeted and disclosed homosexuals. It was also discovered that disclosed homosexuals have higher well-being and self-esteem than closeted homosexuals."
480,book_pic/image.jpg,Perceived Social Support on Academic Self-Efficacy,John Paul D. Colana,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"This study is focused about the Relationship between the level of perception of Body image and the level of Self Esteem among College of Science female adolescent students that are currently enrolled at school year 2018, first semester. The researcher wants to know what is the level of perception of oneself to his body image, and to know how it affects an individual’s self esteem. The researcher used conducted a quantitative study, and used a correlational research design to show the relationship of the two variables. Informed consent and questionnaires was given to the respondents. As the result, based on the data gathered, the two constructs show a significant relationship. The data showed that most of the College of Science female adolescents showed No body image Concern, thus the data also showed that most of them have an Average level of Self Esteem. It was also showed that the two variables exhibit a strong negative correlation, which when the other increases, the other decreases."
481,book_pic/image.jpg,The Effect of YouTube Video Blogs (Vlogs) On Self-Esteem and Life Satisfaction Among Female Adolescents,Louise Anne A. Evangelista,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"This study aimed at finding out the effects of YouTube video blogs (vlogs) on self-esteem and life satisfaction. It also wants to determine whether there will be a difference on the scores before and after the treatment and a difference on scores of the experimental and control group . 30 selected female adolescent students from Emilio Aguinaldo College were chosen in the study through purposive sampling having 15 participants on the experimental group and 15 participants on the control group. Experimental method was used by the researcher with the pre-test and post-test test as research design. Experimental group was treated with watching blogs while control group continued with their regular YouTube use. For the statistical treatment, the T-test of the values were computed to know the differences between the two groups. The generated findings show that there was significant difference from the self-esteem scores during pre-treatment and post-treatment. Additionally, a significant difference on self-esteem scores of the experimental and control group were proven. Ion contrast to these, no significant between the results of life satisfaction from the group who underwent with the treatment from those who did not and no significant difference of the life satisfaction scores before and after the intervention. Awareness of how watching vlogs can possibly affect the behavior a person when it comes to self-evaluation is recommend."
482,book_pic/image.jpg,The Attitudes toward Self-Esteem and the Perceptions of Resiliency among Female Prostitutes within the City of Manila,Jhazmine E. Barcelona,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The purpose of this study is to know the attitudes on self-esteem and perceptions of reliency among female prostitutes. The researcher developed guide questions for interview in gathering information from 15 female prostitutes with the City of Manila. The data were collected by using the semi-structured, face-to-face type of interview. The participants were able to answer the questions in line with the objectives of this study and were able to share their life experiences. Using phenomenological approach and thematic analysis, the researcher analysed and interpreted the findings. The researcher found out that female prostitutes attitude about self-esteem can be positive or negative depending to what factor influences them most. Culture, social contructs, gender roles, and past experiences have a lot of effect into the attitudes on self-esteem. Under the positive attitude, it can be viewed collectively or individually. In collectively, it includes valuing for women and the human beings as a whole. In individualistic approach, there were self-trust, self-care, self-worth. In the negative attitude the themes were forgetting oneself, self-despair, and self-despondency or hopelessness. In resiliency, the perceptions of resiliency were having faith in God, self-perseverance, overcoming life challenges, hope, standing one one’s own, becoming a fighter, and awareness of responsibilities."
483,book_pic/image.jpg,Perspective of college men on women's virginity,Frances Nicole D. Ligeralde,November,2019,College of Science,Bachelor of Science in Psychology,Undergraduate,"In the Philippines, virginity is still a big issue. Philippines has been colonized by many countries, maybe that is the reason why they have different opinions in everything. Although we are already influenced by Western culture, the culture that the Spaniards that still influenced u, having a conservative persperctive regarding sexual values. The study used a qualitative research design. Researcher thinks that qualitative research design is more appropriate research design because in this research the researcher wanted the respondents to express their ideas and discuss their opinion. It aimed to understand what college men’s think about the virginity of a women and to know if there is a difference on how they treat women based if she is a virgen or not. The study conducted outside the shool premises. The researchyer used some college men that are studying from universities within Metro Manila, to see what their different opinions about women’s virginity is. This research paper centralized in Stenberg’s Triangular Theory of Love that consist of three elements: 1) Intimacy, 2) Passion and 3) Commitment. The triangular Theory of Love has 8 types of love but the most use of type of love in this study is Consummate Love that is consist of three elements. Majority of the respondents shows that there is a reason why they think virginity should not be an issue in our generation."
484,book_pic/image.jpg,Absentee Parent as Correlates to Self-Esteem among Adolescents: Inputs to Personality Development Program,Genela A. Iranta,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"Self-esteem is the general evaluation of a person towards oneself. Self-esteem varies in different levels: Low, Average and High Self-Esteem, each levels carries distinctive effects in the behaviors and views of a person. Self-esteem starts to develop in early childhood and there are different factors that influences the levels of self-esteem among individuals, but above all the factors that affects the levels of self-esteem, the researcher was interested to find out the relationship between parental absenteeism and the levels of self-esteem among adolescents. Students (N=200) from selected public schools in Manila completed an Absentee Parent Profile and the Levels of Self-esteem among Adolescents. Lastly, the researcher proposed s personality development program based on the result obtained from the study."
485,book_pic/image.jpg,Sex Role as Correlates to Interpersonal Support among Adolescents: A Basis for Gender Awareness Program,Roman A. de los Santos,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"60 students from the Pamantasan ng Lungsod ng Maynila participated in the study where in the researcher would like to know the significant relationship between the sex role of male homosexual using the BEM Sex Role Inventory and their interpersonal support through the Interpersonal Support Evaluation List which contains its subscale appraisal, tangible, belongingness, and Self-Esteem Support. After gathering the data, the researcher observed that result among the 60 participants were 5 of them marked as Feminine (08.33%), and 6 marked as Nearly Feminine (10%), 31 participants were Androgynous (51.66%), 12 were Nearly Masculine (20%), and 6 students marked as Masculine (10%), and the Appraisal support marked as the highest perceived support by the respondents. Moreover, upon using Pearson's R in correlating the two variables, the researcher observed that the p values were greater than the alpha of 0.05 which indicates no significance in relationship and therefore failed to reject the null hypothesis. Thus, cultural factors and other support not measured by the instrument may contribute to the said results."
486,book_pic/image.jpg,Association of Pet Ownership and Psychological Well-Being among First Year College Students,Beatrice U. Fernandez,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"For many people, pets are profoundly pleasurable and a source of psychological support. The fact is, however, that empirical studies of the effects of pets on human health and well-being have produced a mishmash of conflicting results. On the other hand, well-being is not simply living a life full of happiness, it is more than maintaining a self-equolibrium between discomfort and comfort. With this, the study aimed to examine, through a descriptive-differential research design, the difference and relationship between pet ownership and psychological well-being among first year college students. A purposive sampling was used to gather 200 students from the College of Science, then respondents were assined to their respective groups. A questionnaire that assessed their psychological well-being, through Ryff’s Scales of Psychological Well-Being, was utilized to obtain the required data. Results showed that there is no significant difference and relationship between pet owners’ and non-owners’ psychological well-being. The null hypothesis was accepted therefore, psychological well-being is not related to pet ownership."
487,book_pic/image.jpg,Family Structure as Correlates to Self-Esteem and Life Orientation Among Adolescents: Basis for Personality Enhancement Program,Olerie D. Valenzuela,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"This study aimed to measure the level of self-esteem and the life orientation of the respondents from different family structure and their significant relationship. The researcher used stratified sampling technique in choosing the respondents wherein the researcher divided the entire population into different subgroups or strata namely intact, broken and single-parent families. A total of 180 adolescents participated in the study with 60 respondents in each of the three family types. The research instruments used by the researcher were Rosenberg Self-Esteem Scale and Life Orientation Test-Revised with a high rating of reliability and validity. Descriptive and inferential statistics were utilized such as mean, frequency, standard deviation and Pearson correlation coefficient. Results present that the adolescents coming from intact family has the highest level of self-esteem and optimum level compared to the adolescents from broken and single-parent family. It was shown that self-esteem was positively correlated to optimism. The absence of the parent may have an impact on the child’s development of self-esteem and optimism. Securing attachment to children may help them enhance perception of one’s self and better expectancy of the future. The school or universities may develop an activity program that would establish a positive self-esteem and increase their hopefulness and confidence of the future covering the students from different family structure."
488,book_pic/image.jpg,Urban Versus Rural Living: Subjective Wellbeing of Young Adult Residents,Terumi R. Oshima,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"Rapid urbanization is one of the most noticeable changes in the world nowadays. Consequently, this change comes with its advantages and disadvantages. The researcher then hypothesized if there is a significant difference between the subjective wellbeing of people residing in urban and rural settlements as a result of the urbanization. Using the Personal Wellbeing Index – Adult, the researcher conducted the study among 94 residents of urban region and 87 residents of rural region. After analyzing the results acquired from the gathered data, the researcher concluded that there is a significant difference between the subjective wellbeing of people residing in urban and rural settlements specifically on their standard of living, personal safety, and community-connectedness."
489,book_pic/image.jpg,Social Media Use as Correlates to Self-Esteem among Adolescents: Basis for Youth Empowerment Program,Maria Clarissa C. de Guzman,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"With technology growing everyday, people are using a different form of communication which is social media, It is a way that people communicate with family and friends, to get information, posts photos, etc. It is estimated that the average time of use of social media is three hours and 42 minutes per day, thus it has become an integral part of everyday life, especially for adolescents. The purpose of this study is to explore the correlation between high usage of social media and lower levels of self-esteem/ To test the correlation between social media usage and self-esteem, 218 adolescents from Pamantasan ng Lungsod ng Maynila, College of Science were acquired through purposive sampling and were asked to participate in a survey by answering Rosenberg Self-Esteem Scale and Social Networking Time Use Scale. Data was analysed using descriptive statistics such as frequency, mean, percentage, and standard deviation and inferential statistics namely coefficient correlation test. The results of the data collection suggest that there is a significant negative correlation between social media use and self-esteem levels. The results also demonstrate that the level of self-esteem among the respondents is low and the level of social media use is high. It is concluded that high usage of social media is related to low self-esteem. Thus youth empowerment program is proposed to be able to develop the self-esteem among adolescents."
490,book_pic/image.jpg,Entitlement Levels of Milennials vs Generation X in the Workplace,Lance Christian E. Estacio,October,2019,College of Science,Bachelor of Science in Psychology,Undergraduate,"The research aimed to know the Entitlement levels of Milennials versus those of from the Generation X. This research aims to answer three questions: (1) What is the level of Psychological Entitlement among the respondents in terms of Very low Entitlement, Low entitlement. Average entitlement, High Entitlement? (2) What is the level of entitlement among respondents when grouped according to: Millennials and Generation X? (3) Is there a significant difference between the psychological entitlement of milennials and generation X? The researcher used a the standardized scale P.E.S. a point and 9-item likert scale to measure the respondent’s psychological entitlement."
491,book_pic/image.jpg,Personality as Correlates to Academic Procrastination among College Students,Shannen Dorothy S. Espiritu,November,2019,College of Science,Bachelor of Science in Psychology,Undergraduate,"The study determined the relationship of Academic Proscrastination and Personality among college students in Pamantasan ng Lungsod ng Maynila (PLM). n=339 from the total population of N-2885 college students with ages 19-21 years old were purposively selected and participated in the research. This study used the instruments Big Five Factory of John and Srivastava (1999) to measure the personality traits and the Proscrastination Assessment Scale – Students by Rothblum and Solomon (1994) for the tendency to proscrastinate academically. Results showed that college students always procrastinate when they are assigned to write a term paper, study for exams, keep up with weekly reading assignments and when they are doing school activities in general. Results also showed that the traits Openness to Experience, Conscientiousness and extraversion, and Neuroticism have a significant relationship with Academic Procrastination. The students who scored low on openness to experience, conscientiousness and extraversion were high procrastinators, meaning they nearly or always proscrastinate on academic works. While those who score low on neuroticism did not or seldom procrastinate contrarily, those who scored high on this dimension nearly or always procrastinate academically."
492,book_pic/image.jpg,Students’ Perception on Parental Conflict and its Effect on their Academic Motivation,Zyrhene Kaye S. Fernandez,September,2019,College of Science,Bachelor of Science in Psychology,Undergraduate,"The study aimed to determine the perception of the students regarding parental conflict and evaluated its effect on their academic motivation. This study aimed to answer the following research questions: (1) What are the perceptions of the students on parental conflict? (2) What are the reasons of parental conflict as perceived by the respondents? (3) What is the degree of parental conflict as perceived by the respondents? (4) What is the effect of parental conflict to the academic performance of the students? (5) How motivated are the students in performing in class after witnessing parental conflict? The researcher used a questionnaire in gathering data and conducted a face-to-face interview to collect the responses. The total population for the study was twenty (20) participants. The study is qualitative in nature and used thematic analysis for data analysis. The result revealed that the theme that evolved among the responses on the students perception on parental conflict were communication, relational, procedural and experiential. On the question about the reasons of parental conflict as perceived by the respondents, it revealed that the most common issues are socioeconomic issues, behavioural problems, and social relational problems. Abuse and anger are the two themes that emerged from the responses regarding the degree of parental conflict as perceived by the respondents. On the extent of the effect of parental conflict to the academic performance of the students, psychological, behavioural, consequential and emotional response is the themes that resulted from the responses. Lastly, on the question on the extent of the academic motivation of the students, nine (9) respondents resulted that their academic motivation was affected by parental conflict and the themes were bothered, positive, absent minded, absenteeism, determined, hesitant, normal, functioning, psychological, unfocused and focused."
493,book_pic/image.jpg,Demographic Profile as correlates to the relationship of Stress and Academic Self-Efficacy among Senior High School Students: Basis for Resiliency Program,Ma. Roella Shaira D. Fontanilla,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"The purpose of the study is to see the correlation of demographic profile with the relationship of stress and academic self-efficacy of the senior high school students of Pamantasan ng Lungsod ng Maynila. The respondents of the study has a total of 294 senior high school students who were 152 STEM students, 105 ABM students and 37 HUMSS students age between 15 to 18 years old of equal number of female and male. The instruments used for data collection were Perceived Stress Scale and Self-Efficacy Questionnaire. The result on the statistics shows that the age of the students is not correlated with stress. However, female students have higher level of stress. The findings also show that age and gender differences are not correlated with academic self-efficacy. Upon using Spearman Rho, the null hypothesis which states that there is no significant relationship between demographic profile as correlates with the relationship of stress and academic self-efficacy was accepted. With all of the findings that the researcher gathered, the researcher came up with resiliency program to help students manage their stress."
494,book_pic/image.jpg,Types of Academic Motivation as Correlates to Resilience of Undergraduate College Students of B.S. Computer Science in Pamantasan ng Lungsod ng Maynila,Mary Adrianne F. Lorzano,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The motivation of a student to perform certain task is essential in successfully pursuing goals and establishing commitment to learning, but students who are faced with setbacks may lack capability to recover from such adversity without resilience. This research aims to determine the degree of resilience of its respondents, as well as the levels of academic motivation in terms of intrinsic motivation, extrinsic motivation and amotivation. The purpose of this study is to determine the relationship between the three types of academic motivation and resilience. A stratified random sampling is used to gather the 100 undergraduate college students taking up B.S. Computer Science who participated in this study. Two questionnaires that are utilized to assess the degree of resilience and the academic motivation of the participants are Wagnild and Young’s Resilience scale (RS-14) and Academic Motivation scale college version (AMSC-28). Majority of the participants fall on the low-end degree of resilience and scored high in extrinsic motivation. Standard deviation, percentage and mean were gathered to describe the scores obtained from the tests, while Pearson correlation is also used to determine the correlation between academic motivation and resilience. The results from the study suggest that the academic pressure of anticipating a new environment could affect the resilience of students to overcome adversity, and they are primarily driven by external rewards. There is also no correlation found between extrinsic motivation as well as intrinsic motivation and resilience, but there is a negative correlation found between motivation and resilience."
495,book_pic/image.jpg,Psychological effects of having a broken family among teenagers,Bianca Ciara U. Macarasig,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"When parents separation takes place, it is usually difficult for everyone in the family to cope up with the situation however children are often the worst victim of the separation that leads them to have various psychological effects. This study examines the Psychological Effects of having a Broken Family among the Teenagers. 30 students from PLM ages 15 to 19 years old that belong to a broken family have been interviewed to answer several questions asked by the researcher. Qualitative research method was used in conducting this study. This study answers what are the psychological effects among the teenagers who belong to a broken family. After analyzing the data gathered, most of the respondents said that students feel demotivated in studying but still manage to still feel belonging and nothing changes between them and their family, they tend to feel more sadness about the situation that""s why they tend spend more time with their friends. Having a Broken family have a various Psychological Effects among the Teenagers. It is revealed that among all the Psychological effect it shows that they are linked with emotions and the respondents dis a positive coping strategies which is accepting the situation they were going through to easily move forward in life due to having a Broken family."
496,book_pic/image.jpg,The concept of resilience of selected Filipino young adults from separated parents,Christine Jane P. Obra,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"Resilience is the process of adapting well in the face of adversity, trauma, tragedy, threats, or even significant sources of stress. However, resilience in not a trait that people inherit from their parents, but involves behaviors, thoughts, and actions that can be learned and developed by everyone through the experiences they have been through (American Psychological Association (APA, 2013). In this study, the researcher aimed to discover the different experiences of selected Filipino young adults that experienced parental separation, to further understand their experiences and discover how they were able to cope up with the struggles they face, emotionally, spiritually, and financially. After gathering and interpreting the data, it was revealed that most of the respondents were very close to their parents before the separation happened and it changed after the separation. Some of the respondents became distant to the parents whom they know is the primary cause of the separation, and became close to the other. Respondents also developed coping mechanisms that helped them in adjusting to the difficult experience wherein they seek support from the people around them and other activities that could help them ease the struggles. The respondents became less likely to trust people, self-reliant, forced to mature, and lost self-confidence."
497,book_pic/image.jpg,The De-identification of The Later Born Child Towards Their Older Siblings Among Filipino Children,Suzanne C. Robasto,October,2019,College of Science,Bachelor of Science in Psychology,Undergraduate,"This study to determine the de-identification of the later-born Filipino children based on Adler’s Birth Order Theory. This study aims to answer three research questions (1) What are the reasons in engaging in de-identification among the later-born children? (2) What family obligation leads to de-identification among the later-born children? (3) What are the effects of the family obligation to the later-born children? The nature of the research is qualitative. The researcher gathered information using a questionnaire about the de-identification of the later-born children. The target location of the study is around Manila, however, to have a better chance of getting a participant the scope has expanded. There were a total of thirty (3) later-born respondents age range for this study is from 17-20 years old. The researcher did a face-to-face interview and used a voice recording to document the data of the responses, however due to the schedule, location and requests of the respondents , the researcher also did an interview online. The research showed that many reasons can contribute to the de-identification of the later-born child, one of the reasons found is the favouritism and comparison among siblings, although there is one advantage that later-born child have that is they purposely find riches of their older sibling to decide what to follow or not. Family obligation which are the responsibility and roles a big part in the de-identification of a later-born child. This family obligation can give a effects to later-born children, such as sibling rivalry toward their older sibling, the comparison among siblings and the attention of parents."
498,book_pic/image.jpg,Self-Efficacy as Correlates to Optimism Among Homeschooled Students,Cielo Marina C. Escarpe,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"This thesis studied between Self-Efficacy and Optimism. Self-efficacy is one's perceived capabilities for learning or performing actions at designated levels while Optimism is positive, relatively stable, favorable expectations and outcomes for the future. The participants is composed of 105 homeschooled students of UST Angelicum College. General Self-Efficacy Scale by Matthias Jerusalem and Ralf Schwarzer and Life Orientationn Test - Revised by Chales S. Carver was used by the researcher to determine the correlation of the said constructs. Pearson r was used as statistical analysis to determine the relationship of self-efficacy and optimism. The results showed that the students have moderate level of both self-efficacy and optimism and the variables has aweak positive correlation indicating that the higher the self-efficacy levels of the students the higher level of optimism gets. The study proved to have a significant relationship between self-efficacy and optimism."
499,book_pic/image.jpg,Groomed to be “tough”: Perceived Parenting Styles as Correlates to Resilience of Selected College Students,Jullian Earl Matthew D. Caspe,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"This study sought to find out if there is a relationship between the Parenting Styles and the Resilience of Adolescents. A total of 202 respondents from Pamantasan ng Lungsod ng Maynila have partaken in this study by answering 2 sets of self-report questionnaires that measured the parenting styles that they perceive their parents to practice, and their level of resilience. Descriptive Statistics indicate that the most commonly practiced parenting styles were authoritive parenting for maternal parenting, while authoritive and negligent parenting styles were seen to be dominantly perceived for paternal parenting. For the combined parenting styles, the authoritive and negligent parenting styles were also found to be commonly perceived by the respondents. In terms of the level of resilience, the adolescent respondents were generally moderately resilient. Inferential Statistics indicate that there is a moderately (Cramer’s V=.225) significant (p = 0.000 , 0.05) relationship between the combined parenting styles of mothers and fathers, and the resilience of the adolescent respondents. Furthermore, Authoritive Parenting Style is the only parenting style to have been associated most frequently with high resilience. Thus, the researcher recommended that more authoritive approaches be practiced in parenting. Although moderate resilience was associated with authoritarian, negligent, and permessive parenting styles, the researcher did not support the employment of such practices for moderate resilience may actually be attributed to some lack or excess in control or responsiveness, instead of proper parenting."
500,book_pic/image.jpg,"Measure of optimism levels in relation to resilience among single mothers in Sampaloc, Manila",Rea Alexis Dolores,October,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"This study seeks to find whether a significant relationship between optimism and resilience exist among Single-Mothers in Sampaloc, Manila through a quantitative, correlational design. Furthermore, it aims to see the levels of optimism and resilience as demonstrated by the selected respondents in this study were chosen using combined strategies of snowball sampling and purposive sampling method. Two self-administered questionnaires were given to 110 Single-Mothers in Sampaloc, Manila to measure the variables in this study, respectively, optimism and resilience. Results indicated that there exist a moderate significant relationship between optimism and resilience (r=.416, n=110, p<0.05). Furthermore, results have shown that Single-Mothers in Sampaloc, Manila have demonstrated a moderate level of optimism (M=14.56, SD-2.12), and a moderate level of resilience (M=142.50-18.08)."
501,book_pic/image.jpg,The Impact of Korean Pop to the Motivation of College Students in Pamantasan ng Lungsod ng Maynila,Julianne Andrea C. Aquino,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The purpose of the study is to determine the points of view of college students regarding the impact of K-pop on them and to know how the impact of K-pop has motivated them o the different life aspects such as personal, financial, social, and academic. Snowball and purposive sampling techniques were utilized during pre-selection and in narrowing the participants from Pamantasan ng Lungsod ng Maynila down to 16, and an in-depth interview was conducted individually. Thematic Analysis was used in analyzing the data. Results showed that K-pop fans perceived themselves as someone who consumes K-pop content, supports his/her idols and appreciates the Korean Pop culture. The study concludes that it depends on the K-pop fan as an individual whether they choose to see and use K-pop as something that would benefit them on being motivated on certain aspects of life. This study is most beneficial to K-pop fans as it was made to provide information of the positive and negative impacts of K-pop to motivation and the life aspects the impact has an influence on college students so that fans would be more aware of how they should use K-pop as, whether they use or see it as a distraction or motivation."
502,book_pic/image.jpg,Significance of birth order to self-esteem: basis for personality enhancement program,Ma. Famela G. Bautista,October,2017,College of Science,Bachelor of Science in Psychology,Undergraduate,"Self-esteem refers to to the extent to which we accept or approve of ourselves or how much we value ourselves and it always involves a degree of evaluation, we may have either a positive or a negative view of ouraelves. There are many possible factors that affect one’s self esteem one of which is birth order. This study aims to find out the significance of birth order to self-esteem among adolescents of the College of Science in Pamantasan ng Lungsod ng Maynila. This descriptive-correlations study chose respondents through purposive sampling that is 50 respondents filled the four birth position with a total of 200 respondents. The researcher utilized the Rosenberg’s Self-Esteem Scale to measure their self-esteem. The findings revealed that most of the respondents acquired an average level of self-esteem regardless of birth position. To test the hypothesis at 0.05 the study was statistically treated with One-Way ANOVA and the results suggested that the birth order is significantly related to self-esteem. Further test were implemented to reveal the significant difference lies from first born and only child who acquired low level self-esteem with middle child and youngest who obtained the highest level of self-esteem. Analysis of the data found significant differences in self-esteem between middle-born and youngest to first born and only child. The researcher proposed a personality enhancement program based from the findings."
503,book_pic/image.jpg,Fan Culture and The Phenomenon of Fandom Wars,Liela Mari T. Hicarte,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"The concept of this study on Fan Culture and Phenomenon of fandom wars was conceptualized due to the interest of the researcher in love teams and K-Pop groups and curiosity towards the existing phenomenon of fandom wars. The study aims to understand fan culture and fandom wars and in lieu of this to also determine what makes people immerse themselves in the fan culture as well as what makes them stay. Another aim is to determine the possible effects of being a fan to a person. Lastly, is to explain why fans engage in fandom wars and to determine the common causes of fandom wars. The researcher gathered data through naturalistic observation and in-dept interview. In the naturalistic observation the researcher went to a block screening with a mini exhibit to observe both the people in that went in the block screening and the mini exhibit that was installed. Another observation was also made through the social media site Twitter with regards to the phenomenon of fandom wars. In the in-depth interview, the researcher asked willing participants from Metro Manila to fill up a pre-selection form and then the researcher narrowed the number of participants to eight for the interview. The results and the accounts for the said study showed that fan culture is expressed through practices and that fans immerse themselves in the fan culture because of sentimental value connected with the music or the artists themselves and it is also the reason why they stay. The result also showed that fans engage in fandom wars to defend their idols from the immature fans who cause it. Lastly, there are various effects of being a fan stemming from positive to negative poles, including happier life and getting distracted in general."
504,book_pic/image.jpg,Self-Efficacy and Academic Procrastination on Selected First Year College Students,Cassandra E. lyog,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,Procrastination is a common problem to college students. The purpose of this study is to explore the relationship between academic procrastination and academic procrastination among college students. Sherer General Self-efficacy Scale and-Procrastination Assessment Scale for Students were administered to selected first year college students of Pamantasan ng Lungsod ng Maynila. Results indicated that the highest percentage of the distribution of the sample on self-efficacy scale was 70% which falls under the category of Low self-efficacy and the highest percentage of the distribution of the sample on procrastination was 64% which falls under the High procrastinator category. The findings showed that most of the college students have low self-efficacy and are more likely to stop putting forth effort when they encounter difficulties while students with high self-efficacy are competent when facing difficult task. Therefore indicates that self-efficacy has a significant inverse relationship with academic procrastination.
505,book_pic/image.jpg,Academic Motivation as Correlates to Academic Performance Among Irregular Students,Alyssa Kylie H. Pena,September,2018,College of Science,Bachelor of Science in Psychology,Undergraduate,"Motivation is considered a vital component in the performance of students in school. There are three types of motivation: intrinsic, extrinsic, and amotivated. The aim of the study was to see the relationship between academic motivation and academic performance. Based on the literature review, a hypothesis was formed: there 1s no significant relationship between academic motivation and academic performance. A sample 106 Irregular Students from the different colleges from Pamantasan ng Lungsod ng Maynila. The Academic Motivation Scale by Vallerand was administered to assess intrinsic, extrinsic, and amotivation and academic performance was measured through last GWA. In order to interpret the results, mean scores were used to know the level of motivation among the respondents and Pearson Product Moment Correlation Coefficients was calculated to assess relationship between academic motivation and academic performance. Results suggest that academic motivation and academic performance were found positively correlated (r = .190, p = 0.51). To conclude, findings of the results shows that academic motivation improves academic performance regardless of a student who previously failed a subject."
